batch,state,step,energy_ewm
250,transition,1138,-154.52003520732097
250,transition,1139,-154.52014553042667
250,transition,1140,-154.52046619421003
250,transition,1141,-154.52029451344697
250,transition,1142,-154.52061715131902
250,transition,1143,-154.5206592454204
250,transition,1144,-154.52081380957225
250,transition,1145,-154.5203692675004
250,transition,1146,-154.52030973462627
250,transition,1147,-154.52046833466696
250,transition,1148,-154.5208170903884
250,transition,1149,-154.5209157348916
250,transition,1150,-154.5211305664343
250,transition,1151,-154.52085173678293
250,transition,1152,-154.5212190752796
250,transition,1153,-154.52145991005247
250,transition,1154,-154.52180220645587
250,transition,1155,-154.5218046959887
250,transition,1156,-154.52198336491827
250,transition,1157,-154.52213262079195
250,transition,1158,-154.52223164962882
250,transition,1159,-154.5222234995213
250,transition,1160,-154.52234809926713
250,transition,1161,-154.52253045471232
250,transition,1162,-154.52244040515197
250,transition,1163,-154.5226147069067
250,transition,1164,-154.52273429284196
250,transition,1165,-154.52268872061862
250,transition,1166,-154.52265643682992
250,transition,1167,-154.52291124546386
250,transition,1168,-154.52291734494867
250,transition,1169,-154.52305582762
250,transition,1170,-154.5227405237574
250,transition,1171,-154.52274714448768
250,transition,1172,-154.52265859270892
250,transition,1173,-154.5230912934
250,transition,1174,-154.52305841019785
250,transition,1175,-154.5229435982205
250,transition,1176,-154.5230589792058
250,transition,1177,-154.52296972188523
250,transition,1178,-154.522743853126
250,transition,1179,-154.52306015914925
250,transition,1180,-154.52320584617752
250,transition,1181,-154.52344675738524
250,transition,1182,-154.5231915209177
250,transition,1183,-154.52350051716553
250,transition,1184,-154.52366816995558
250,transition,1185,-154.52342452100723
250,transition,1186,-154.52331290797449
250,transition,1187,-154.52334453364955
250,transition,1188,-154.52373915178404
250,transition,1189,-154.52385630381255
250,transition,1190,-154.52410971992418
250,transition,1191,-154.52368546578728
250,transition,1192,-154.523562054579
250,transition,1193,-154.52409049389135
250,transition,1194,-154.52444873674855
250,transition,1195,-154.52439922136122
250,transition,1196,-154.52434664035573
250,transition,1197,-154.52421115667462
250,transition,1198,-154.52397604825507
250,transition,1199,-154.52393670657824
250,transition,1200,-154.5236588320222
250,transition,1201,-154.5234233261453
250,transition,1202,-154.52342007071607
250,transition,1203,-154.52349170371212
250,transition,1204,-154.52394952319645
250,transition,1205,-154.52373956774562
250,transition,1206,-154.52393549304756
250,transition,1207,-154.52364143038136
250,transition,1208,-154.52420663123903
250,transition,1209,-154.5241359360172
250,transition,1210,-154.52396290721668
250,transition,1211,-154.52374717284334
250,transition,1212,-154.52376150338287
250,transition,1213,-154.52437999372287
250,transition,1214,-154.52478214229038
250,transition,1215,-154.52462410293765
250,transition,1216,-154.5245942563006
250,transition,1217,-154.52454567868358
250,transition,1218,-154.5243145011766
250,transition,1219,-154.52428882661386
250,transition,1220,-154.5237358440939
250,transition,1221,-154.52336199118614
250,transition,1222,-154.52344970447325
250,transition,1223,-154.5229803033867
250,transition,1224,-154.52316195692
250,transition,1225,-154.52324934970295
250,transition,1226,-154.52322146881147
250,transition,1227,-154.52346278990348
250,transition,1228,-154.52379637327078
250,transition,1229,-154.5239361922648
250,transition,1230,-154.5240926031173
250,transition,1231,-154.5242022647974
250,transition,1232,-154.5238128585961
250,transition,1233,-154.52397377616578
250,transition,1234,-154.52412123576542
250,transition,1235,-154.5242892880063
250,transition,1236,-154.5245112666034
250,transition,1237,-154.52417387737373
250,transition,1238,-154.5244239542223
250,transition,1239,-154.52417360242615
250,transition,1240,-154.52386888184017
250,transition,1241,-154.52390744978595
250,transition,1242,-154.52382997109248
250,transition,1243,-154.52394731504816
250,transition,1244,-154.52438969785598
250,transition,1245,-154.5241362206326
250,transition,1246,-154.5242106112844
250,transition,1247,-154.52381346527517
250,transition,1248,-154.52404612098266
250,transition,1249,-154.52453720549892
250,transition,1250,-154.52453947986353
250,transition,1251,-154.52430390872908
250,transition,1252,-154.52431773029346
250,transition,1253,-154.52422259518707
250,transition,1254,-154.52435345044216
250,transition,1255,-154.52421617786055
250,transition,1256,-154.52443943553737
250,transition,1257,-154.52430206307943
250,transition,1258,-154.52425768841877
250,transition,1259,-154.52431677275635
250,transition,1260,-154.5241964161943
250,transition,1261,-154.5243125859257
250,transition,1262,-154.52403462486947
250,transition,1263,-154.52437534504537
250,transition,1264,-154.5248489780227
250,transition,1265,-154.52519933613237
250,transition,1266,-154.52495782204892
250,transition,1267,-154.5246503182263
250,transition,1268,-154.52461566806872
250,transition,1269,-154.52461566806872
250,transition,1270,-154.52473582069177
250,transition,1271,-154.52471075340358
250,transition,1272,-154.52477813726304
250,transition,1273,-154.5251361983782
250,transition,1274,-154.52524393841227
250,transition,1275,-154.5249504999098
250,transition,1276,-154.52492646308295
250,transition,1277,-154.52466568947378
250,transition,1278,-154.52491285239404
250,transition,1279,-154.52483078046632
250,transition,1280,-154.524603153369
250,transition,1281,-154.52493901183536
250,transition,1282,-154.524833957876
250,transition,1283,-154.52499491663954
250,transition,1284,-154.52515358150006
250,transition,1285,-154.52499497602042
250,transition,1286,-154.5244454877777
250,transition,1287,-154.52459993667009
250,transition,1288,-154.52480989883838
250,transition,1289,-154.52476864047972
250,transition,1290,-154.52470338439036
250,transition,1291,-154.52481791714047
250,transition,1292,-154.52525259875168
250,transition,1293,-154.52546562279963
250,transition,1294,-154.52547201952373
250,transition,1295,-154.5252573133614
250,transition,1296,-154.52524649964678
250,transition,1297,-154.52535001441433
250,transition,1298,-154.5254753566205
250,transition,1299,-154.52568178953027
250,transition,1300,-154.5254869993249
250,transition,1301,-154.52569499521823
250,transition,1302,-154.52568576755135
250,transition,1303,-154.5257450101214
250,transition,1304,-154.52608104634447
250,transition,1305,-154.5259407521489
250,transition,1306,-154.52625374683598
250,transition,1307,-154.52664923745186
250,transition,1308,-154.5267242118307
250,transition,1309,-154.52696091274015
250,transition,1310,-154.52683541087774
250,transition,1311,-154.52698963980615
250,transition,1312,-154.52684245973182
250,transition,1313,-154.52706050731916
250,transition,1314,-154.52709603062567
250,transition,1315,-154.52684551611725
250,transition,1316,-154.52670168287185
250,transition,1317,-154.5268911427659
250,transition,1318,-154.52712181073178
250,transition,1319,-154.5273165107164
250,transition,1320,-154.52717836004902
250,transition,1321,-154.52673161536157
250,transition,1322,-154.52673481230025
250,transition,1323,-154.52670673832586
250,transition,1324,-154.52664222307547
250,transition,1325,-154.5265292258169
250,transition,1326,-154.52632147283035
250,transition,1327,-154.5266956355518
250,transition,1328,-154.5263055034999
250,transition,1329,-154.52676655222538
250,transition,1330,-154.5268958368067
250,transition,1331,-154.5267832712672
250,transition,1332,-154.5266474693463
250,transition,1333,-154.52688786930668
250,transition,1334,-154.52750913829576
250,transition,1335,-154.52745082394628
250,transition,1336,-154.52742899159009
250,transition,1337,-154.5274931317589
250,transition,1338,-154.52802519046537
250,transition,1339,-154.527981327467
250,transition,1340,-154.52789080870892
250,transition,1341,-154.52802031759256
250,transition,1342,-154.52794320138295
250,transition,1343,-154.5280791886911
250,transition,1344,-154.52826151134033
250,transition,1345,-154.5283711570405
250,transition,1346,-154.5285929644117
250,transition,1347,-154.52885986836884
250,transition,1348,-154.52932328043244
250,transition,1349,-154.52898792919692
250,transition,1350,-154.52911058391794
250,transition,1351,-154.52927655065832
250,transition,1352,-154.52902257100334
250,transition,1353,-154.5289874498704
250,transition,1354,-154.52911919057766
250,transition,1355,-154.5287377369118
250,transition,1356,-154.52849107278405
250,transition,1357,-154.52826876309294
250,transition,1358,-154.52866754881467
250,transition,1359,-154.52887781288322
250,transition,1360,-154.52877448032552
250,transition,1361,-154.5286283269433
250,transition,1362,-154.52904367228186
250,transition,1363,-154.52913939485748
250,transition,1364,-154.52967425958286
250,transition,1365,-154.52958703304282
250,transition,1366,-154.52964978389934
250,transition,1367,-154.52952490515142
250,transition,1368,-154.52964473895372
250,transition,1369,-154.52980734583642
250,transition,1370,-154.52987821092228
250,transition,1371,-154.52969698143653
250,transition,1372,-154.52991224640633
250,transition,1373,-154.53019887405264
250,transition,1374,-154.5303816606182
250,transition,1375,-154.53011180510413
250,transition,1376,-154.5300716461509
250,transition,1377,-154.5305234269573
250,transition,1378,-154.530881169888
250,transition,1379,-154.53085359408774
250,transition,1380,-154.530969776563
250,transition,1381,-154.53105520451348
250,transition,1382,-154.531030473316
250,transition,1383,-154.53112448256326
250,transition,1384,-154.5316553043076
250,transition,1385,-154.5319891989736
250,transition,1386,-154.5318628262313
250,transition,1387,-154.53176151717906
250,transition,1388,-154.5318555274899
250,transition,1389,-154.53188631755495
250,transition,1390,-154.53187433759751
250,transition,1391,-154.53211517810774
250,transition,1392,-154.53178788137117
250,transition,1393,-154.53174843847123
250,transition,1394,-154.53190300486094
250,transition,1395,-154.5315396197297
250,transition,1396,-154.53185988398363
250,transition,1397,-154.5315347900062
250,transition,1398,-154.53132692785186
250,transition,1399,-154.5315569343064
250,transition,1400,-154.5314679481383
250,transition,1401,-154.53127441778656
250,transition,1402,-154.53116339987596
250,transition,1403,-154.53108776811982
250,transition,1404,-154.53152995497138
250,transition,1405,-154.531541482357
250,transition,1406,-154.53153055695833
250,transition,1407,-154.53155992113656
250,transition,1408,-154.5315328537767
250,transition,1409,-154.53162537424237
250,transition,1410,-154.53184821652943
250,transition,1411,-154.53151486853247
250,transition,1412,-154.53131216122858
250,transition,1413,-154.53163788006785
250,transition,1414,-154.53169582727634
250,transition,1415,-154.5319263341216
250,transition,1416,-154.53194776398223
250,transition,1417,-154.53194057221228
250,transition,1418,-154.53220168454317
250,transition,1419,-154.5322615565112
250,transition,1420,-154.53208827459073
250,transition,1421,-154.53225177583374
250,transition,1422,-154.5322926579199
250,transition,1423,-154.53248380712546
250,transition,1424,-154.53261073205937
250,transition,1425,-154.53288843389606
250,transition,1426,-154.53317373142136
250,transition,1427,-154.53316528755732
250,transition,1428,-154.5329558458944
250,transition,1429,-154.53306401645926
250,transition,1430,-154.532909020481
250,transition,1431,-154.53322463601168
250,transition,1432,-154.53328817124006
250,transition,1433,-154.5331284870579
250,transition,1434,-154.53308502904775
250,transition,1435,-154.53318441982213
250,transition,1436,-154.53293208659636
250,transition,1437,-154.53316811741823
250,transition,1438,-154.53280394666425
250,transition,1439,-154.53304994475673
250,transition,1440,-154.5329084392222
250,transition,1441,-154.53308142569364
250,transition,1442,-154.53315729962415
250,transition,1443,-154.53340177433756
250,transition,1444,-154.53373967535572
250,transition,1445,-154.53370132909555
250,transition,1446,-154.5338109664818
250,transition,1447,-154.53392498245245
250,transition,1448,-154.53404843440777
250,transition,1449,-154.53409586252616
250,transition,1450,-154.53375606834683
250,transition,1451,-154.53409648791694
250,transition,1452,-154.53387034816086
250,transition,1453,-154.53413411625667
250,transition,1454,-154.5345709675777
250,transition,1455,-154.53476869635287
250,transition,1456,-154.53509510611568
250,transition,1457,-154.53527848092483
250,transition,1458,-154.53545326420812
250,transition,1459,-154.53590644042947
250,transition,1460,-154.5357744555662
250,transition,1461,-154.53602229346276
250,transition,1462,-154.53590010402212
250,transition,1463,-154.53603666666356
250,transition,1464,-154.5362683556451
250,transition,1465,-154.5364058509025
250,transition,1466,-154.5365339083033
250,transition,1467,-154.53675193493055
250,transition,1468,-154.53687144418578
250,transition,1469,-154.537072769308
250,transition,1470,-154.53712524305374
250,transition,1471,-154.53699618911497
250,transition,1472,-154.5371658989368
250,transition,1473,-154.53725576488992
250,transition,1474,-154.53736978769177
250,transition,1475,-154.53730946021608
250,transition,1476,-154.5372667118633
250,transition,1477,-154.5370215406097
250,transition,1478,-154.5370840584878
250,transition,1479,-154.53713237552407
250,transition,1480,-154.53693253550105
250,transition,1481,-154.53697498658605
250,transition,1482,-154.53698329737176
250,transition,1483,-154.53719591155414
250,transition,1484,-154.53737004119648
250,transition,1485,-154.53749585442202
250,transition,1486,-154.53752723035106
250,transition,1487,-154.53755422589606
250,transition,1488,-154.53735740433945
250,transition,1489,-154.53728103406473
250,transition,1490,-154.53751666110915
250,transition,1491,-154.53729523276223
250,transition,1492,-154.5376383354773
250,transition,1493,-154.53776120594802
250,transition,1494,-154.53782412392263
250,transition,1495,-154.5380599208821
250,transition,1496,-154.53808183325052
250,transition,1497,-154.5381548852288
250,transition,1498,-154.53800345144157
250,transition,1499,-154.5378230788738
250,transition,1500,-154.53790792845257
250,transition,1501,-154.53810141371017
250,transition,1502,-154.53821490077848
250,transition,1503,-154.53834770617135
250,transition,1504,-154.53828321122768
250,transition,1505,-154.53816705146656
250,transition,1506,-154.5384357985503
250,transition,1507,-154.53826952786332
250,transition,1508,-154.53808148607862
250,transition,1509,-154.53806055805848
250,transition,1510,-154.53845815056735
250,transition,1511,-154.53844256354435
250,transition,1512,-154.5385147368353
250,transition,1513,-154.53814206586668
250,transition,1514,-154.53805973620206
250,transition,1515,-154.53839033174697
250,transition,1516,-154.538536666238
250,transition,1517,-154.53865594301485
250,transition,1518,-154.5386411251352
250,transition,1519,-154.53889302059835
250,transition,1520,-154.53934821871314
250,transition,1521,-154.53974867777382
250,transition,1522,-154.53979697061945
250,transition,1523,-154.54003023980061
250,transition,1524,-154.54019583108544
250,transition,1525,-154.54038878573354
250,transition,1526,-154.54041406050013
250,transition,1527,-154.5405948997508
250,transition,1528,-154.540836257978
250,transition,1529,-154.54102891422693
250,transition,1530,-154.54109380139823
250,transition,1531,-154.54132262190697
250,transition,1532,-154.54116726940796
250,transition,1533,-154.54111264646374
250,transition,1534,-154.54115512771813
250,transition,1535,-154.5412177189323
250,transition,1536,-154.54128006379202
250,transition,1537,-154.54134794626756
250,transition,1538,-154.5413844989018
250,transition,1539,-154.54143987934853
250,transition,1540,-154.54174478086938
250,transition,1541,-154.54165281895712
250,transition,1542,-154.54170295617845
250,transition,1543,-154.54164271716039
250,transition,1544,-154.54169539148447
250,transition,1545,-154.541666575366
250,transition,1546,-154.54163942322944
250,transition,1547,-154.54188199793063
250,transition,1548,-154.54213269958032
250,transition,1549,-154.54237016790356
250,transition,1550,-154.54252501338317
250,transition,1551,-154.54276055631897
250,transition,1552,-154.54272703398058
250,transition,1553,-154.54266173461858
250,transition,1554,-154.54283149306363
250,transition,1555,-154.54303736515627
250,transition,1556,-154.54297661109067
250,transition,1557,-154.5431185057163
250,transition,1558,-154.54341209580357
250,transition,1559,-154.54360797119628
250,transition,1560,-154.54376752288917
250,transition,1561,-154.5437623740487
250,transition,1562,-154.54388670029448
250,transition,1563,-154.5440334893835
250,transition,1564,-154.54403206573463
250,transition,1565,-154.5440533716771
250,transition,1566,-154.54409810111758
250,transition,1567,-154.54422174700295
250,transition,1568,-154.5444682978621
250,transition,1569,-154.54463795232238
250,transition,1570,-154.54484434012716
250,transition,1571,-154.54498034392236
250,transition,1572,-154.545107356873
250,transition,1573,-154.54515944980986
250,transition,1574,-154.54522831828635
250,transition,1575,-154.54512585163687
250,transition,1576,-154.5451508653609
250,transition,1577,-154.54521344769222
250,transition,1578,-154.5451846958073
250,transition,1579,-154.54520404610616
250,transition,1580,-154.54538834439586
250,transition,1581,-154.54522988834873
250,transition,1582,-154.54531864211802
250,transition,1583,-154.54549931050877
250,transition,1584,-154.54542531462712
250,transition,1585,-154.54536095263472
250,transition,1586,-154.54513465743983
250,transition,1587,-154.54506962053938
250,transition,1588,-154.54516179172427
250,transition,1589,-154.54526357484772
250,transition,1590,-154.54539669653806
250,transition,1591,-154.54536107205783
250,transition,1592,-154.5454211054331
250,transition,1593,-154.54545045778409
250,transition,1594,-154.54568164250583
250,transition,1595,-154.5458100627305
250,transition,1596,-154.54589011393819
250,transition,1597,-154.54596273194903
250,transition,1598,-154.54603438473268
250,transition,1599,-154.54634126551747
250,transition,1600,-154.54650835668207
250,transition,1601,-154.54647221268073
250,transition,1602,-154.54674515846293
250,transition,1603,-154.54672001006955
250,transition,1604,-154.54668554225216
250,transition,1605,-154.5466580685727
250,transition,1606,-154.546768635374
250,transition,1607,-154.54674537399364
250,transition,1608,-154.54692547036638
250,transition,1609,-154.54685500196015
250,transition,1610,-154.54685624799393
250,transition,1611,-154.54693869119674
250,transition,1612,-154.54685218975115
250,transition,1613,-154.54658920175513
250,transition,1614,-154.54668442725142
250,transition,1615,-154.5467912377833
250,transition,1616,-154.54673989227902
250,transition,1617,-154.54665524229827
250,transition,1618,-154.546809823896
250,transition,1619,-154.5469547099041
250,transition,1620,-154.54683894557758
250,transition,1621,-154.54695139781902
250,transition,1622,-154.5470468343141
250,transition,1623,-154.5473236600144
250,transition,1624,-154.54758489685187
250,transition,1625,-154.5477120203002
250,transition,1626,-154.54788585044957
250,transition,1627,-154.5479827352279
250,transition,1628,-154.54811360188637
250,transition,1629,-154.54804649902377
250,transition,1630,-154.54806510777732
250,transition,1631,-154.54799865719244
250,transition,1632,-154.54795269239975
250,transition,1633,-154.5480107895561
250,transition,1634,-154.54806444116474
250,transition,1635,-154.547994836081
250,transition,1636,-154.54823851695414
250,transition,1637,-154.54822724925955
250,transition,1638,-154.54825811462325
250,transition,1639,-154.5483687943003
250,transition,1640,-154.54845493317006
250,transition,1641,-154.54861123769197
250,transition,1642,-154.54848015293553
250,transition,1643,-154.54842829366973
250,transition,1644,-154.54842987120716
250,transition,1645,-154.54841576713366
250,transition,1646,-154.54845780887882
250,transition,1647,-154.54862250394004
250,transition,1648,-154.54854835753042
250,transition,1649,-154.54868753659704
250,transition,1650,-154.5489695239165
250,transition,1651,-154.54908802683923
250,transition,1652,-154.5490247801691
250,transition,1653,-154.5489110563145
250,transition,1654,-154.54898366454339
250,transition,1655,-154.5489681603894
250,transition,1656,-154.54883585891685
250,transition,1657,-154.54883936135485
250,transition,1658,-154.5490902732825
250,transition,1659,-154.54911234080407
250,transition,1660,-154.5491853989445
250,transition,1661,-154.54915522500184
250,transition,1662,-154.5489881733009
250,transition,1663,-154.54909601940057
250,transition,1664,-154.5491846765235
250,transition,1665,-154.5492865194809
250,transition,1666,-154.54933629233483
250,transition,1667,-154.54929167342374
250,transition,1668,-154.54928205721288
250,transition,1669,-154.5493441449544
250,transition,1670,-154.54924421181462
250,transition,1671,-154.5492383222771
250,transition,1672,-154.54932463700024
250,transition,1673,-154.5493769531591
250,transition,1674,-154.54942109303448
250,transition,1675,-154.5493967095118
250,transition,1676,-154.54913073669465
250,transition,1677,-154.54903687923033
250,transition,1678,-154.54894830268617
250,transition,1679,-154.54899079415088
250,transition,1680,-154.5491333596483
250,transition,1681,-154.5490558543419
250,transition,1682,-154.5493806707066
250,transition,1683,-154.54927868755183
250,transition,1684,-154.54923091177577
250,transition,1685,-154.54917449479413
250,transition,1686,-154.5492957154362
250,transition,1687,-154.54922459320966
250,transition,1688,-154.54929124026438
250,transition,1689,-154.5492562092702
250,transition,1690,-154.54909540707098
250,transition,1691,-154.5488694667124
250,transition,1692,-154.54883820853306
250,transition,1693,-154.54901095790402
250,transition,1694,-154.5492085047272
250,transition,1695,-154.54914365010782
250,transition,1696,-154.54926941256235
250,transition,1697,-154.54913051757117
250,transition,1698,-154.5494201665487
250,transition,1699,-154.5495433020441
250,transition,1700,-154.54947917344847
250,transition,1701,-154.54953231170606
250,transition,1702,-154.5497216598467
250,transition,1703,-154.54984541644583
250,transition,1704,-154.54998705861473
250,transition,1705,-154.55004040229102
250,transition,1706,-154.54991040661963
250,transition,1707,-154.54995847768885
250,transition,1708,-154.5498955105656
250,transition,1709,-154.5499245497285
250,transition,1710,-154.55033602059012
250,transition,1711,-154.55025405670045
250,transition,1712,-154.55011067959813
250,transition,1713,-154.55023931361143
250,transition,1714,-154.55027799000803
250,transition,1715,-154.55010605218288
250,transition,1716,-154.5502608594331
250,transition,1717,-154.55030206820575
250,transition,1718,-154.55028875878915
250,transition,1719,-154.55049901910286
250,transition,1720,-154.55050984900947
250,transition,1721,-154.5505925660667
250,transition,1722,-154.55048634716505
250,transition,1723,-154.55074296504563
250,transition,1724,-154.55073688506937
250,transition,1725,-154.55059731808495
250,transition,1726,-154.55079360712668
250,transition,1727,-154.55088603243001
250,transition,1728,-154.55082109816246
250,transition,1729,-154.55097197508925
250,transition,1730,-154.55091037323385
250,transition,1731,-154.55089490859314
250,transition,1732,-154.5511275834636
250,transition,1733,-154.5511343121883
250,transition,1734,-154.55098136429086
250,transition,1735,-154.5508744123787
250,transition,1736,-154.55073580544135
250,transition,1737,-154.55094718598073
250,transition,1738,-154.55104614462823
250,transition,1739,-154.5509297857235
250,transition,1740,-154.55102812389944
250,transition,1741,-154.55101450457428
250,transition,1742,-154.55106652591076
250,transition,1743,-154.55111199105733
250,transition,1744,-154.551211322362
250,transition,1745,-154.55126620340897
250,transition,1746,-154.55112011459548
250,transition,1747,-154.5512090414857
250,transition,1748,-154.55144672338434
250,transition,1749,-154.55119618144602
250,transition,1750,-154.5510867670536
250,transition,1751,-154.5512788139172
250,transition,1752,-154.55146794640538
250,transition,1753,-154.55172879997983
250,transition,1754,-154.55150395229288
250,transition,1755,-154.5513838279688
250,transition,1756,-154.55119210587648
250,transition,1757,-154.55149496958188
250,transition,1758,-154.55179287003372
250,transition,1759,-154.5516738791378
250,transition,1760,-154.55175133040714
250,transition,1761,-154.55193591161844
250,transition,1762,-154.55193591161844
250,transition,1763,-154.55169126848003
250,transition,1764,-154.5516682059005
250,transition,1765,-154.55171461249057
250,transition,1766,-154.55164958161242
250,transition,1767,-154.55146805522082
250,transition,1768,-154.55149408302256
250,transition,1769,-154.55151568617347
250,transition,1770,-154.55155522842946
250,transition,1771,-154.55176960773207
250,transition,1772,-154.55188934724646
250,transition,1773,-154.55207073193048
250,transition,1774,-154.55213320387202
250,transition,1775,-154.5520058119698
250,transition,1776,-154.55208743689988
250,transition,1777,-154.55219853631587
250,transition,1778,-154.55204595833106
250,transition,1779,-154.55205207508467
250,transition,1780,-154.55212266522744
250,transition,1781,-154.55220680368248
250,transition,1782,-154.55221955390917
250,transition,1783,-154.55237567419803
250,transition,1784,-154.55247628644221
250,transition,1785,-154.55226172623446
250,transition,1786,-154.55223249082633
250,transition,1787,-154.55219845126985
250,transition,1788,-154.5521524657946
250,transition,1789,-154.5522795916671
250,transition,1790,-154.5523663226815
250,transition,1791,-154.5525579313381
250,transition,1792,-154.55256707342528
250,transition,1793,-154.55262674213097
250,transition,1794,-154.55252033889602
250,transition,1795,-154.55262013281157
250,transition,1796,-154.55266890774726
250,transition,1797,-154.5527175553585
250,transition,1798,-154.55304640847402
250,transition,1799,-154.5530005692408
250,transition,1800,-154.55297554773549
250,transition,1801,-154.55292478519686
250,transition,1802,-154.55298261460692
250,transition,1803,-154.55310236901263
250,transition,1804,-154.55300239074506
250,transition,1805,-154.55319121807747
250,transition,1806,-154.55343589855377
250,transition,1807,-154.5535473140182
250,transition,1808,-154.5537396117578
250,transition,1809,-154.55391757151938
250,transition,1810,-154.5538810052933
250,transition,1811,-154.553999496702
250,transition,1812,-154.55383842060888
250,transition,1813,-154.55399922021428
250,transition,1814,-154.55403908168776
250,transition,1815,-154.55408735224268
250,transition,1816,-154.5540145764026
250,transition,1817,-154.55428636897034
250,transition,1818,-154.5545163539987
250,transition,1819,-154.5546644792722
250,transition,1820,-154.55461567674598
250,transition,1821,-154.55448933853185
250,transition,1822,-154.5545242122963
250,transition,1823,-154.55464970206972
250,transition,1824,-154.55489657977105
250,transition,1825,-154.55491347590245
250,transition,1826,-154.55471436692673
250,transition,1827,-154.5548249241028
250,transition,1828,-154.5546943816758
250,transition,1829,-154.5547521941661
250,transition,1830,-154.55489074068834
250,transition,1831,-154.55491618687628
250,transition,1832,-154.5548360216128
250,transition,1833,-154.5549139432573
250,transition,1834,-154.5549339557941
250,transition,1835,-154.5547585700612
250,transition,1836,-154.5547419911199
250,transition,1837,-154.55467703065617
250,transition,1838,-154.55464062358942
250,transition,1839,-154.5548171849413
250,transition,1840,-154.55481082719191
250,transition,1841,-154.55485140668523
250,transition,1842,-154.5550219624319
250,transition,1843,-154.55498781490581
250,transition,1844,-154.55508263539193
250,transition,1845,-154.55504026295435
250,transition,1846,-154.55513617264762
250,transition,1847,-154.55525178603145
250,transition,1848,-154.55542185609565
250,transition,1849,-154.55546617706003
250,transition,1850,-154.55555177059432
250,transition,1851,-154.5556308258962
250,transition,1852,-154.5557637027402
250,transition,1853,-154.55596023968894
250,transition,1854,-154.5558649406313
250,transition,1855,-154.55602475795314
250,transition,1856,-154.55628408916323
250,transition,1857,-154.55637386692996
250,transition,1858,-154.5564275312507
250,transition,1859,-154.55653821352954
250,transition,1860,-154.55640686714253
250,transition,1861,-154.5563676306838
250,transition,1862,-154.55608628285208
250,transition,1863,-154.55600470783963
250,transition,1864,-154.55618286274387
250,transition,1865,-154.55633626011183
250,transition,1866,-154.55623552838716
250,transition,1867,-154.55621398239575
250,transition,1868,-154.55603763027062
250,transition,1869,-154.55599219461
250,transition,1870,-154.55601500169874
250,transition,1871,-154.55598522655217
250,transition,1872,-154.55593505902428
250,transition,1873,-154.5560390606068
250,transition,1874,-154.55614680861416
250,transition,1875,-154.55635232821743
250,transition,1876,-154.55661548549602
250,transition,1877,-154.5565395251642
250,transition,1878,-154.5564955999244
250,transition,1879,-154.5565694033174
250,transition,1880,-154.55668221135096
250,transition,1881,-154.55673705586935
250,transition,1882,-154.5569028552324
250,transition,1883,-154.55697684909202
250,transition,1884,-154.5570516977173
250,transition,1885,-154.55700180107164
250,transition,1886,-154.55703320967697
250,transition,1887,-154.55711900708502
250,transition,1888,-154.55708483065655
250,transition,1889,-154.5571088009863
250,transition,1890,-154.55705146609588
250,transition,1891,-154.55704260906094
250,transition,1892,-154.55712621761427
250,transition,1893,-154.55710828484425
250,transition,1894,-154.55725890770296
250,transition,1895,-154.55722850806967
250,transition,1896,-154.55732681994547
250,transition,1897,-154.55733056336567
250,transition,1898,-154.55760557035697
250,transition,1899,-154.557780880353
250,transition,1900,-154.55787309050476
250,transition,1901,-154.5578418921305
250,transition,1902,-154.55782524193023
250,transition,1903,-154.55780099013182
250,transition,1904,-154.55791384127357
250,transition,1905,-154.55783509470567
250,transition,1906,-154.55775980844518
250,transition,1907,-154.5578249495534
250,transition,1908,-154.55776403976822
250,transition,1909,-154.55787710635812
250,transition,1910,-154.55798905416054
250,transition,1911,-154.55806322478304
250,transition,1912,-154.55797530260588
250,transition,1913,-154.55818587315045
250,transition,1914,-154.558470908799
250,transition,1915,-154.55829845298095
250,transition,1916,-154.55841000549412
250,transition,1917,-154.5584827972346
250,transition,1918,-154.5586453270688
250,transition,1919,-154.55856432090764
250,transition,1920,-154.55861473222365
250,transition,1921,-154.55866910295316
250,transition,1922,-154.55863532160248
250,transition,1923,-154.55872039351868
250,transition,1924,-154.55860875477765
250,transition,1925,-154.55871560683275
250,transition,1926,-154.55860959619898
250,transition,1927,-154.55868036198797
250,transition,1928,-154.5589055093212
250,transition,1929,-154.55894109765103
250,transition,1930,-154.55896490419653
250,transition,1931,-154.5592220336439
250,transition,1932,-154.55908897456462
250,transition,1933,-154.55913659831276
250,transition,1934,-154.5593923762159
250,transition,1935,-154.5594394920185
250,transition,1936,-154.55934100991004
250,transition,1937,-154.55922928061023
250,transition,1938,-154.55926702623043
250,transition,1939,-154.55926024009383
250,transition,1940,-154.55918147990042
250,transition,1941,-154.55933037039685
250,transition,1942,-154.55942149731968
250,transition,1943,-154.55956668145242
250,transition,1944,-154.55954533452805
250,transition,1945,-154.55942090643805
250,transition,1946,-154.55955516138846
250,transition,1947,-154.55956307338036
250,transition,1948,-154.5596398693168
250,transition,1949,-154.55963641625243
250,transition,1950,-154.55962810275483
250,transition,1951,-154.55970778078043
250,transition,1952,-154.5598055075117
250,transition,1953,-154.55984368049002
250,transition,1954,-154.55984190915296
250,transition,1955,-154.5600715404575
250,transition,1956,-154.5600086945961
250,transition,1957,-154.56018584706794
250,transition,1958,-154.56007697277892
250,transition,1959,-154.5600758004592
250,transition,1960,-154.5600871191161
250,transition,1961,-154.55993261563984
